"id","serverTime","userTime","gameVersion","playerId","playerBirthdate","playerRegion","playerCountry","playerGender","playerExternalId","playerCustomData","type","coordinates","section","customData.language","customData.platform","customData.localplayerguid","customData.sametab","customData.controls","customData.device","customData.option","customData.sound","customData.gamelevel","customData.newtab","customData","customData.dnabit"
"5ac14680-89ea-4508-9ea7-db3407506fa8","2016-02-09T23:20:25.829Z","2016-02-09T23:20:24.487Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"selectmenu","[-6, 143]","",,,,,,,"""RESUME""",,,,,
"74081970-41ce-4b57-b1a1-6a54465d4a8a","2016-02-09T23:20:56.153Z","2016-02-09T23:20:52.790Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"reach","[-8, 134]","adventure1.Checkpoint01",,,,,,,,,,,"null",
"57d89e2a-79ee-4893-904d-dc67b93933df","2016-02-09T23:21:15.825Z","2016-02-09T23:21:11.824Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"pickup","[71, 98]","adventure1.Checkpoint01",,,,,,,,,,,,"""PRCONS:RBS2:MOV:DTER"""
"abe48b3c-e32c-45dc-b859-25489d3032d3","2016-02-09T23:21:30.791Z","2016-02-09T23:21:29.862Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"reach","[100, 126]","adventure1.Checkpoint02",,,,,,,,,,,"null",
"be7fdabc-345e-4f8a-ae15-6c3547a49868","2016-02-09T23:22:41.281Z","2016-02-09T23:22:35.772Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"death","[218, 156]","adventure1.Checkpoint02",,,,,,,,,,,"null",
"b440d549-fef1-4389-bef1-09029f7660a6","2016-02-09T23:23:05.784Z","2016-02-09T23:23:04.450Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"reach","[260, 274]","adventure1.Checkpoint03",,,,,,,,,,,"null",
"9b7cad97-1532-4199-abf9-cbb6c074bd4a","2016-02-09T23:23:17.769Z","2016-02-09T23:23:14.022Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"death","[268, 335]","adventure1.Checkpoint03",,,,,,,,,,,"null",
"29e94649-9493-4fce-acc5-d712a9416098","2016-02-09T23:23:26.146Z","2016-02-09T23:23:23.762Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"death","[265, 332]","adventure1.Checkpoint03",,,,,,,,,,,"null",
"fa5d2954-b733-45bd-be60-6e32134f0852","2016-02-09T23:24:30.947Z","2016-02-09T23:24:30.316Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"pickup","[532, 342]","adventure1.Checkpoint03",,,,,,,,,,,,"""RBS1"""
"0dc0e441-531f-4232-ae35-973b1b9238e4","2016-02-09T23:25:15.870Z","2016-02-09T23:25:13.995Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"craft","[532, 342]","adventure1.Checkpoint03",,,,,,"""PRCONS:RBS1:MOV:DTER""",,,,,,
"f42767e3-9ccd-47a1-b84f-25a9d1a13b5a","2016-02-09T23:25:31.041Z","2016-02-09T23:25:29.154Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"reach","[521, 368]","adventure1.Checkpoint04",,,,,,,,,,,"null",
"923388c0-85d3-46a4-8ca1-ddc0512fe482","2016-02-09T23:26:10.878Z","2016-02-09T23:26:06.736Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"equip","[566, 391]","adventure1.Checkpoint04",,,,,,"""PRCONS:RBS1:MOV:DTER""",,,,,,
"d8c4533d-754d-4011-bba1-46f2b72b869b","2016-02-09T23:26:25.877Z","2016-02-09T23:26:21.176Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"death","[553, 483]","adventure1.Checkpoint04",,,,,,,,,,,"null",
"a59813fd-f051-489f-893c-6fb0197a544d","2016-02-09T23:26:59.075Z","2016-02-09T23:26:46.984Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"reach","[487, 643]","adventure1.Checkpoint05",,,,,,,,,,,"null",
"eac4b4bb-4cdc-451f-883a-140cdda6f080","2016-02-09T23:27:30.872Z","2016-02-09T23:27:29.451Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"death","[244, 569]","adventure1.Checkpoint05",,,,,,,,,,,"null",
"0139a862-9768-405b-9b2c-d031b61d74a5","2016-02-09T23:27:50.912Z","2016-02-09T23:27:47.787Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"death","[212, 722]","adventure1.Checkpoint05",,,,,,,,,,,"null",
"2be5e9e2-acbf-4eeb-9fc5-9956034bdf27","2016-02-09T23:28:31.027Z","2016-02-09T23:28:28.108Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"reach","[152, 623]","adventure1.Checkpoint06",,,,,,,,,,,"null",
"f166bb4d-eeba-4e5a-a763-87c82850f02b","2016-02-09T23:28:50.895Z","2016-02-09T23:28:49.434Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"pickup","[160, 749]","adventure1.Checkpoint06",,,,,,,,,,,,"""PRCONS:RBS1:FLUO1:DTER"""
"3d54b8f4-3659-46a7-a4fc-e1fca2dfbf09","2016-02-09T23:28:55.817Z","2016-02-09T23:28:54.334Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"equip","[160, 749]","adventure1.Checkpoint06",,,,,,"""PRCONS:RBS1:FLUO1:DTER""",,,,,,
"10424a74-9044-4d33-a2de-d0e7951d919e","2016-02-09T23:29:41.035Z","2016-02-09T23:29:37.117Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"reach","[-168, 792]","adventure1.Checkpoint07",,,,,,,,,,,"null",
"7b12c483-f20b-45c6-bd65-88dcbd3bbb65","2016-02-09T23:30:15.942Z","2016-02-09T23:30:11.501Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"reach","[-35, 871]","adventure1.Checkpoint08",,,,,,,,,,,"null",
