,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
407,2018-05-30 13:03:52+00:00,Not at all,Not at all,Extremely,Not at all,No / not yet,65,Other,Not at all,Not at all,Not even in middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,d36e9733-6cba-4700-83c9-59d345a5f27d,en,pretest
408,2018-05-30 17:30:46+00:00,Extremely,Extremely,Slightly,Slightly,I played it some time ago,13,Female,Slightly,A lot,Until the end of middle school,Rarely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9e2d061-bcfb-4a98-a050-5878b00c30dd,en,pretest
412,2018-05-31 07:04:07+00:00,A lot,A lot,A lot,Moderately,No / not yet,17,Female,A lot,A lot,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59dd80cb-d4d7-4a1b-87f3-79c8e782c698,en,pretest
413,2018-05-31 14:01:47+00:00,Extremely,Extremely,A lot,A lot,No / not yet,17,Female,A lot,Extremely,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2b00e5a-a51d-4df5-a302-278fe7401424,en,pretest
414,2018-05-31 15:39:04+00:00,Slightly,Extremely,Moderately,A lot,No / not yet,22,Male,Moderately,A lot,At least until master's degree,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993aa60c-04f9-4944-b33d-6b7b8df407fc,en,pretest
416,2018-06-01 05:07:47+00:00,Moderately,Slightly,A lot,A lot,No / not yet,34,Male,A lot,A lot,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120c62ab-be01-4831-9433-b63011f57952,en,pretest
417,2018-06-01 13:44:45+00:00,A lot,Not at all,Extremely,Not at all,No / not yet,13,Prefer not to say,Extremely,A lot,Not even in middle school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f879b552-27f9-4d8e-9da3-3eb3a8ca1d23,en,pretest
420,2018-06-02 01:41:33+00:00,A lot,A lot,A lot,A lot,No / not yet,16,Male,A lot,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8ac9705-c472-4a3f-9b83-377d0ea81c9e,en,pretest
421,2018-06-02 06:07:50+00:00,Moderately,Moderately,A lot,A lot,No / not yet,18,Male,A lot,Moderately,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b582490e-0749-441b-8aab-fea6e49a4981,en,pretest
426,2018-06-03 09:42:16+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,25,Male,Moderately,Extremely,Until bachelor's degree,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a44da89a-6540-4a7f-873e-c716cd059372,en,pretest
431,2018-06-04 11:09:58+00:00,A lot,A lot,A lot,A lot,No / not yet,29,Female,A lot,A lot,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a73d6e4-f7fd-4bb4-ac4f-5d1f54bef941,en,pretest
435,2018-06-04 15:33:34+00:00,A lot,A lot,Slightly,Extremely,No / not yet,31,Male,Moderately,A lot,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b654e9be-d19e-4109-88d4-16fd0620cecb,en,pretest
437,2018-06-05 18:23:34+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,28,Male,A lot,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,5b8a4edc-d425-40ae-90de-0d0eee290b5e,en,pretest
438,2018-06-05 20:47:01+00:00,Extremely,Extremely,Moderately,A lot,No / not yet,23,Male,Moderately,Extremely,Until bachelor's degree,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fde7c7a-233b-463f-831e-feed46646827,en,pretest
440,2018-06-06 14:02:04+00:00,Slightly,Moderately,Extremely,A lot,No / not yet,21,Male,Extremely,Moderately,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d3b3ca1-6940-4d61-ace0-a6174583b55b,en,pretest
442,2018-06-06 21:32:52+00:00,A lot,Moderately,Not at all,Slightly,No / not yet,15,Female,Slightly,A lot,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,1039f355-1315-442a-9c25-dc49928def97,en,pretest
447,2018-06-07 15:58:12+00:00,A lot,A lot,A lot,A lot,No / not yet,15,Female,A lot,Moderately,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"n/A
",db653a04-7d6f-465c-bcca-2e81138d5257,en,pretest
448,2018-06-07 19:14:07+00:00,A lot,Moderately,Moderately,Moderately,No / not yet,18,Female,Slightly,A lot,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06be9bf0-3172-4b25-9778-ca6997411f03,en,pretest
449,2018-06-07 21:28:54+00:00,A lot,A lot,A lot,A lot,No / not yet,35,Male,A lot,A lot,Until the end of middle school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674afc6a-8d62-4cf0-ad07-fb48a7f800fe,en,pretest
452,2018-06-08 12:32:21+00:00,Slightly,Slightly,Slightly,Slightly,I just played for the first time,,,,,,,,,A bit,Edit the DNA of the bacterium,DNA sequences,GFP,PR,RBS,TER,TER,TER,PR,RBS,PR,PR,RBS,PR,None of these,CDS,It generates antibiotic resistance,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,I don't know,It generates antibiotic resistance,It generates green fluorescence,I don't know,I don't know,"In front of the doors, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",interesting,4c961975-c6ce-4dc2-9b22-44c0d539c440,en,posttest
463,2018-06-11 14:20:49+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,16,Female,Not at all,Not at all,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,4bc83db0-c4e0-47d3-b5ca-1226ad73c8d6,en,pretest
464,2018-06-11 21:30:58+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,15,Female,Not at all,Not at all,Until the end of high school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68095863-343c-477e-b047-4249b79de8e6,en,pretest
467,2018-06-12 14:10:45+00:00,A lot,A lot,A lot,A lot,No / not yet,35,Male,Moderately,Extremely,At least until master's degree,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddd1e00f-154a-44d4-83db-66128040299a,en,pretest
468,2018-06-12 14:30:28+00:00,Extremely,Extremely,Slightly,A lot,I just played for the first time,,,,,,,,,Not applicable: not played yet,I don't know,I don't know,Ampicillin,Plasmid,I don't know,TER,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,I have not yet played the game,82c4e661-4145-4422-9b88-16f12c73accd,en,posttest
469,2018-06-12 19:58:26+00:00,A lot,A lot,Extremely,Moderately,No / not yet,25,Male,Extremely,Moderately,Until bachelor's degree,Extremely,"Yes, but I don't exactly know what it means",Yes,Extremely,Edit the DNA of the bacterium,Amino-acids,Ampicillin,Plasmid,I don't know,CDS,I don't know,None of these,Plasmid,I don't know,I don't know,Plasmid,CDS,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,"It produces more and more arabinose after being induced, because it induces itself",,f3f7fc52-fbd1-4af3-acf0-18f2c6254cb9,en,pretest
470,2018-06-13 12:11:45+00:00,Slightly,Slightly,Slightly,Slightly,I just played for the first time,,,,,,,,,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It generates antibiotic resistance,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,"In front of the doors, all the time",The bacterium dies,It produces nothing since it induces itself,,708432db-373e-47db-985a-4aadc1ab61da,en,posttest
473,2018-06-13 19:58:24+00:00,A lot,Extremely,Slightly,A lot,No / not yet,16,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ddfbb53-3592-4c25-9cab-c5f0502b858b,en,pretest
474,2018-06-14 11:23:45+00:00,Not at all,Moderately,Slightly,Not at all,I just played for the first time,,,,,,,,,Not applicable: not played yet,Move the bacterium,RNA sequences,GFP,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,It generates green fluorescence,It generates green fluorescence,It generates green fluorescence,It generates green fluorescence,It generates green fluorescence,It generates green fluorescence,It generates green fluorescence,It generates green fluorescence,"Under blue light, when the GFP device is equipped",The bacterium dies,It produces arabinose all the time,,60941715-80e0-42c8-829b-8274a4b332df,en,posttest
481,2018-06-18 21:05:59+00:00,Slightly,Slightly,Moderately,Slightly,No / not yet,25,Male,Moderately,Slightly,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2b69a20-5eb1-472e-821c-d55510641e4f,en,pretest
482,2018-06-18 21:27:15+00:00,Extremely,Extremely,A lot,Extremely,No / not yet,32,Male,A lot,A lot,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8de0d52-ecde-49eb-b1c9-be48897fd5d1,en,pretest
483,2018-06-19 03:00:15+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,32,Male,A lot,A lot,Until the end of high school,Moderately,"Yes, and I know what it means",No,Extremely,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,TER,None of these,CDS,TER,I don't know,I don't know,I don't know,None of these,PR,RBS,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",Good game - loved it! Please develop more levels so I can induce myself glowing!,b8de0d52-ecde-49eb-b1c9-be48897fd5d1,en,posttest
484,2018-06-19 03:21:10+00:00,Extremely,Moderately,Moderately,Moderately,No / not yet,44,Female,Moderately,Extremely,At least until master's degree,Rarely,"Yes, and I know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,TER,I don't know,TER,CDS,I don't know,None of these,CDS,TER,RBS,I don't know,Plasmid,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates antibiotic resistance,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,904c5ab5-9f7d-4aef-83ca-16fdd862a506,en,pretest
485,2018-06-19 13:26:57+00:00,Not at all,Not at all,Moderately,Not at all,I just played for the first time,,,,,,,,,Moderately,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,abc35242-9e97-4c86-9da6-eb110467213f,en,posttest
486,2018-06-19 17:36:52+00:00,Extremely,Extremely,Slightly,Moderately,No / not yet,23,Male,Slightly,Extremely,Until bachelor's degree,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,6eba8312-ded7-486e-9dcb-aabcc8028325,en,pretest
487,2018-06-20 09:47:54+00:00,Not at all,Not at all,Not at all,Not at all,I just played for the first time,,,,,,,,,Not applicable: not played yet,Gather nanorobots,RNA sequences,Ampicillin,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",The bacterium glows,It produces arabinose all the time,,1c25f00a-b15e-4ae4-8f3a-eb75043c6c1c,en,posttest
493,2018-06-21 08:37:07+00:00,Moderately,A lot,Extremely,Extremely,No / not yet,30,Female,Extremely,A lot,Until bachelor's degree,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I liked the concept behind the game! good job,cc2432a5-a282-4164-90d1-752818dcdff4,en,pretest
495,2018-06-21 16:33:07+00:00,Extremely,Moderately,Extremely,Slightly,No / not yet,18,Male,Extremely,Extremely,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0188ae7b-284c-4991-8a11-2b8e1af94a5e,en,pretest
499,2018-06-24 15:44:18+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,20,Male,Extremely,Extremely,Until bachelor's degree,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,It generates green fluorescence,It generates antibiotic resistance,It generates antibiotic resistance,I don't know,I don't know,It is active only in arabinose clouds,,319f38d0-176b-4b55-bc8a-9ff8648cace7,en,pretest
501,2018-06-25 05:29:42+00:00,A lot,A lot,A lot,Moderately,No / not yet,39,Female,Slightly,Extremely,At least until master's degree,Not at all,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30398e47-45cc-4de6-956f-645cb7da8187,en,pretest
507,2018-06-26 10:17:37+00:00,Not at all,Moderately,Slightly,Moderately,I played it multiple times recently on this computer,,,,,,,,,Not at all,Edit the DNA of the bacterium,Amino-acids,Arabinose,TER,CDS,TER,None of these,CDS,TER,TER,TER,TER,CDS,CDS,Plasmid,PR,It generates antibiotic resistance,It makes it possible to move faster,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,"In front of the doors, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,,5363dbe4-88e2-4f7d-af35-4270813d0c8e,en,posttest
512,2018-06-27 19:18:45+00:00,Slightly,Not at all,Moderately,Slightly,No / not yet,29,Female,Not at all,Moderately,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724c92a9-b3de-4ebf-bec7-a951ce18467c,en,pretest
516,2018-06-28 20:51:59+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,17,Male,Moderately,Moderately,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91cad9f3-c495-45f7-b453-5f6fd85175af,en,pretest
517,2018-06-28 20:53:04+00:00,Moderately,Slightly,Extremely,Slightly,No / not yet,25,Male,Extremely,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b2b5996-4aa7-4cab-824b-fd38bcb71567,en,pretest
522,2018-07-01 20:18:08+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,17,Male,A lot,Extremely,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ec5bbf1-67fd-419a-96cb-397ac6c2f3ee,en,pretest
524,2018-07-02 16:30:21+00:00,Slightly,Slightly,Slightly,Slightly,No / not yet,9,Male,Moderately,A lot,Not even in middle school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2955e0a-d8bd-48be-a3b0-ea1aad1e861f,en,pretest
525,2018-07-02 18:23:36+00:00,A lot,Extremely,Extremely,A lot,No / not yet,17,Male,Extremely,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,5a5c8474-5059-4faa-9e73-33c7612f646c,en,pretest
527,2018-07-03 03:05:08+00:00,Extremely,Extremely,Extremely,A lot,I just played for the first time,,,,,,,,,Not applicable: not played yet,Gather nanorobots,RNA sequences,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ebb95075-66d1-42ec-9e73-62adfada4620,en,posttest
528,2018-07-03 04:18:23+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,TER,CDS,None of these,CDS,I don't know,CDS,CDS,PR,RBS,Plasmid,RBS,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",This was a great course to introduce one to the fundamentals of genetic transcription!,ebb95075-66d1-42ec-9e73-62adfada4620,en,posttest
529,2018-07-04 04:22:05+00:00,A lot,Extremely,Not at all,A lot,No / not yet,25,Male,Moderately,Extremely,At least until master's degree,Rarely,"Yes, and I know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,None of these,TER,PR,PR,PR,PR,None of these,None of these,None of these,None of these,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,It generates antibiotic resistance,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,048266dc-d2c0-428a-97aa-327c2ba89b58,en,pretest
946,2018-04-27 21:04:30+00:00,Slightly,Slightly,Slightly,Not at all,No / not yet,36,Female,A lot,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,12ce6ff6-3ea9-44aa-9d99-9bb8ed07032f,fr,pretest
947,2018-04-27 22:59:26+00:00,Slightly,Slightly,Slightly,Not at all,I just played for the first time,36,Female,A lot,Moderately,Until the end of high school,A lot,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,I don't know,CDS,TER,I don't know,I don't know,I don't know,CDS,PR,RBS,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,12ce6ff6-3ea9-44aa-9d99-9bb8ed07032f,fr,posttest
999,2018-04-28 18:17:27+00:00,Moderately,Moderately,Extremely,Extremely,No / not yet,17,Male,A lot,Moderately,Until the end of middle school,Rarely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6a1f42-57ec-4d36-815a-0fc35394c32b,fr,pretest
1001,2018-04-28 18:33:01+00:00,A lot,Moderately,Extremely,A lot,No / not yet,12,Female,Extremely,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Le jeu est accessible pour jeunes non majeure alors certaines questions sont trop complexes. ,a13ce28b-5175-44ea-b7b1-c48645fc3921,fr,pretest
1002,2018-04-28 20:58:56+00:00,Moderately,Moderately,Moderately,A lot,No / not yet,17,Female,Not at all,Not at all,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,PR,RBS,TER,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,15938a70-ac2c-466b-9d5b-c327dd788473,fr,pretest
1006,2018-04-30 12:10:01+00:00,Moderately,A lot,A lot,Extremely,No / not yet,41,Male,Moderately,Slightly,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,4001767d-d565-4807-ab8f-7262a3c22915,fr,pretest
1009,2018-05-04 08:40:11+00:00,Extremely,Extremely,A lot,Moderately,I just played for the first time,23,Male,Extremely,Extremely,At least until master's degree,Extremely,"Yes, but I don't exactly know what it means",No,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,TER,RBS,TER,CDS,CDS,I don't know,Plasmid,PR,RBS,Plasmid,CDS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself","Très bon jeu pédagogique ! J'ai une licence de sciences le vie et de la terre et un master d'écologie. Je ne suis pas expert en génétique, et j'ai probablement fais des erreurs dans le questionnaire... honte à moi. Cependant, je trouve le principe du jeu très intéressant ! Si on ""joue le jeu"" en s'attardant sur les phases de construction de gènes, on apprend vraiment ce qu'est la biologie de synthèse, ou du moins on comprend le principe. Petite remarque : peut-on modifier les capacité d'une bactérie de manière immédiate, comme dans le jeu, ou cela se fait-il sur plusieurs générations ?
Il serait intéressant de le préciser :)
Je vous encourage à continuer ce projet, car c'est un très bon support de médiation scientifique !",148832b8-0ab8-43c2-bdcb-8432f4e3f396,fr,posttest
1011,2018-05-11 09:31:36+00:00,A lot,A lot,A lot,A lot,No / not yet,45,Female,A lot,A lot,At least until master's degree,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,073b1618-4aeb-4f8c-b73b-7a0146b46aa3,fr,pretest
1012,2018-05-12 11:16:49+00:00,Extremely,Extremely,Extremely,Extremely,I played recently on an other computer,37,Male,Moderately,A lot,At least until master's degree,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce3cac64-8c50-4fd2-be22-d3bf8139cb3f,fr,posttest
1014,2018-05-16 11:23:01+00:00,Moderately,A lot,Slightly,Extremely,No / not yet,43,Female,Not at all,Extremely,At least until master's degree,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bcff326-08ec-41cb-a2a6-ab74a2a78980,fr,pretest
1015,2018-05-17 06:35:43+00:00,A lot,A lot,A lot,A lot,No / not yet,19,Male,Extremely,A lot,Until bachelor's degree,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400275a3-9e1b-41cb-b0c3-aa5ef94d8dcf,fr,pretest
1017,2018-05-18 19:58:05+00:00,Moderately,Not at all,Slightly,Not at all,I played recently on an other computer,18,Female,Slightly,A lot,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c160c7d-2440-4ad0-9f4c-a9821d0b4a46,fr,posttest
1018,2018-05-19 17:59:37+00:00,Moderately,Slightly,Moderately,Moderately,I played it multiple times recently on this computer,,,,,,,,,Moderately,Edit the DNA of the bacterium,Proteins,GFP,TER,TER,PR,CDS,RBS,None of these,Plasmid,TER,CDS,CDS,TER,RBS,PR,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,It generates antibiotic resistance,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,"Under blue light, all the time",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,cd64554f-67b3-4062-9136-3fc32f0071e6,fr,posttest
1021,2018-05-23 09:28:26+00:00,Slightly,A lot,A lot,A lot,No / not yet,25,Female,Not at all,Extremely,At least until master's degree,Not at all,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a19606c1-63e4-4048-a9d6-0f454642361c,fr,pretest
